Model,Language,Temp,vul@1,in_vul@1,security@1,in_security@1,vul@3,in_vul@3,security@3,in_security@3,vul@5,in_vul@5,security@5,in_security@5
starcoder2,Greek,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Tagalog,0.0,0.29,0.29,98.55,98.55,0.87,0.87,98.55,98.55,1.45,1.45,98.55,98.55
starcoder2,Persian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Vietnamese,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Indonesian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Russian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Dutch,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,French,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Afrikaans,0.0,0.36,0.71,98.21,96.43,1.07,2.14,98.21,96.43,1.79,3.57,98.21,96.43
starcoder2,Hungarian,0.0,0.0,0.31,100.0,98.46,0.0,0.92,100.0,98.46,0.0,1.54,100.0,98.46
starcoder2,Hebrew,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Turkish,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Spanish,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Estonian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Chinese,0.0,0.28,0.28,98.61,98.61,0.83,0.83,98.61,98.61,1.39,1.39,98.61,98.61
starcoder2,Portuguese,0.0,0.36,0.73,98.18,96.36,1.09,2.18,98.18,96.36,1.82,3.64,98.18,96.36
starcoder2,Italian,0.0,0.0,0.36,100.0,98.21,0.0,1.07,100.0,98.21,0.0,1.79,100.0,98.21
starcoder2,Malay,0.0,0.31,0.31,98.44,98.44,0.94,0.94,98.44,98.44,1.56,1.56,98.44,98.44
starcoder2,German,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,English,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Estonian,0.2,0.22,0.44,100.0,100.0,0.66,1.32,100.0,98.9,1.1,2.2,98.9,97.8
starcoder2,Finnish,0.2,0.44,0.66,98.9,98.9,0.99,1.65,98.9,98.9,1.1,2.2,98.9,97.8
starcoder2,Italian,0.2,1.1,1.32,98.9,98.9,2.64,3.3,97.8,96.7,3.3,4.4,96.7,95.6
starcoder2,Arabic,0.2,0.22,0.22,100.0,100.0,0.66,0.66,98.9,98.9,1.1,1.1,98.9,98.9
starcoder2,Bulgarian,0.2,0.22,0.44,98.9,98.9,0.66,1.32,98.9,97.8,1.1,2.2,98.9,97.8
starcoder2,Greek,0.2,0.22,0.22,98.92,98.92,0.65,0.65,98.92,98.92,1.08,1.08,98.92,98.92
starcoder2,Tagalog,0.2,1.29,1.94,98.92,97.85,1.72,2.8,98.92,97.85,2.15,3.23,97.85,96.77
starcoder2,Spanish,0.2,0.45,0.9,100.0,98.88,1.01,2.02,98.88,97.75,1.12,2.25,98.88,97.75
starcoder2,Persian,0.2,0.0,0.21,100.0,98.94,0.0,0.64,100.0,98.94,0.0,1.06,100.0,98.94
starcoder2,Vietnamese,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Portuguese,0.2,0.88,1.76,98.9,97.8,1.1,2.2,98.9,97.8,1.1,2.2,98.9,97.8
starcoder2,Indonesian,0.2,0.0,0.43,100.0,100.0,0.0,0.97,100.0,98.92,0.0,1.08,100.0,98.92
starcoder2,Russian,0.2,0.22,0.43,100.0,100.0,0.65,1.3,98.91,98.91,1.09,2.17,98.91,97.83
starcoder2,Dutch,0.2,0.22,0.22,98.89,98.89,0.67,0.67,98.89,98.89,1.11,1.11,98.89,98.89
starcoder2,Malay,0.2,0.88,0.88,100.0,100.0,1.1,1.1,98.9,98.9,1.1,1.1,98.9,98.9
starcoder2,French,0.2,0.22,0.43,98.92,98.92,0.65,1.29,98.92,97.85,1.08,2.15,98.92,97.85
starcoder2,Afrikaans,0.2,1.1,1.76,98.9,97.8,1.76,2.86,97.8,96.7,2.2,3.3,97.8,96.7
starcoder2,Hungarian,0.2,0.87,0.87,100.0,100.0,2.28,2.28,97.83,97.83,3.26,3.26,96.74,96.74
starcoder2,Hebrew,0.2,0.43,0.65,100.0,98.92,0.97,1.61,100.0,98.92,1.08,2.15,98.92,97.85
starcoder2,Turkish,0.2,0.0,0.43,100.0,98.91,0.0,1.3,100.0,97.83,0.0,2.17,100.0,97.83
starcoder2,Chinese,0.2,0.22,0.43,100.0,98.91,0.65,1.3,100.0,98.91,1.09,2.17,98.91,97.83
starcoder2,German,0.2,0.0,0.43,100.0,98.91,0.0,1.3,100.0,97.83,0.0,2.17,100.0,97.83
starcoder2,English,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Dutch,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Spanish,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Estonian,0.4,0.21,0.63,98.95,98.95,0.63,1.58,98.95,97.89,1.05,2.11,98.95,97.89
starcoder2,Chinese,0.4,1.06,1.28,100.0,100.0,2.87,3.51,100.0,98.94,4.26,5.32,95.74,94.68
starcoder2,Portuguese,0.4,0.41,0.41,100.0,100.0,1.24,1.24,97.94,97.94,2.06,2.06,97.94,97.94
starcoder2,Tagalog,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Bulgarian,0.4,0.42,0.42,100.0,100.0,0.94,0.94,98.96,98.96,1.04,1.04,98.96,98.96
starcoder2,Arabic,0.4,0.0,0.21,100.0,100.0,0.0,0.62,100.0,98.96,0.0,1.04,100.0,98.96
starcoder2,Indonesian,0.4,0.21,0.21,100.0,100.0,0.63,0.63,98.95,98.95,1.05,1.05,98.95,98.95
starcoder2,Hungarian,0.4,0.85,1.06,100.0,100.0,2.23,2.87,97.87,96.81,3.19,4.26,96.81,95.74
starcoder2,French,0.4,0.21,0.21,98.95,98.95,0.63,0.63,98.95,98.95,1.05,1.05,98.95,98.95
starcoder2,Vietnamese,0.4,0.0,0.21,100.0,100.0,0.0,0.62,100.0,98.96,0.0,1.04,100.0,98.96
starcoder2,Italian,0.4,0.21,0.21,100.0,100.0,0.63,0.63,98.95,98.95,1.05,1.05,98.95,98.95
starcoder2,Malay,0.4,0.0,0.21,100.0,98.95,0.0,0.63,100.0,98.95,0.0,1.05,100.0,98.95
starcoder2,Hebrew,0.4,0.21,0.21,98.96,98.96,0.62,0.62,98.96,98.96,1.04,1.04,98.96,98.96
starcoder2,Afrikaans,0.4,0.0,0.21,100.0,100.0,0.0,0.62,100.0,98.96,0.0,1.04,100.0,98.96
starcoder2,Russian,0.4,0.0,0.21,100.0,100.0,0.0,0.62,100.0,98.96,0.0,1.04,100.0,98.96
starcoder2,Persian,0.4,0.21,0.21,98.95,98.95,0.63,0.63,98.95,98.95,1.05,1.05,98.95,98.95
starcoder2,Greek,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,German,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Finnish,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Turkish,0.4,0.62,0.62,100.0,100.0,1.55,1.55,98.97,98.97,2.06,2.06,97.94,97.94
starcoder2,English,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Dutch,0.6,0.21,0.21,100.0,100.0,0.63,0.63,98.95,98.95,1.05,1.05,98.95,98.95
starcoder2,Spanish,0.6,0.21,0.21,100.0,100.0,0.63,0.63,100.0,100.0,1.05,1.05,98.95,98.95
starcoder2,Estonian,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Chinese,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Portuguese,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Tagalog,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Bulgarian,0.6,0.0,0.21,100.0,98.96,0.0,0.62,100.0,98.96,0.0,1.04,100.0,98.96
starcoder2,Arabic,0.6,0.0,0.21,100.0,98.95,0.0,0.63,100.0,98.95,0.0,1.05,100.0,98.95
starcoder2,Indonesian,0.6,0.21,0.21,100.0,100.0,0.62,0.62,100.0,100.0,1.03,1.03,98.97,98.97
starcoder2,Hungarian,0.6,0.21,0.42,100.0,98.96,0.62,1.25,98.96,97.92,1.04,2.08,98.96,97.92
starcoder2,French,0.6,0.21,0.43,98.94,98.94,0.64,1.28,98.94,98.94,1.06,2.13,98.94,97.87
starcoder2,Vietnamese,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Italian,0.6,0.21,0.21,98.96,98.96,0.62,0.62,98.96,98.96,1.04,1.04,98.96,98.96
starcoder2,Malay,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Hebrew,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Afrikaans,0.6,0.21,0.21,100.0,100.0,0.63,0.63,100.0,100.0,1.05,1.05,98.95,98.95
starcoder2,Russian,0.6,0.42,0.42,100.0,100.0,1.26,1.26,100.0,100.0,2.11,2.11,97.89,97.89
starcoder2,Persian,0.6,0.21,0.21,100.0,100.0,0.63,0.63,98.95,98.95,1.05,1.05,98.95,98.95
starcoder2,Greek,0.6,0.42,0.62,98.96,98.96,0.94,1.56,98.96,97.92,1.04,2.08,98.96,97.92
starcoder2,German,0.6,0.2,0.41,100.0,98.98,0.61,1.22,98.98,97.96,1.02,2.04,98.98,97.96
starcoder2,Finnish,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Turkish,0.6,0.2,0.2,100.0,100.0,0.61,0.61,100.0,100.0,1.02,1.02,98.98,98.98
starcoder2,English,0.8,0.21,0.21,100.0,100.0,0.62,0.62,98.97,98.97,1.03,1.03,98.97,98.97
starcoder2,Indonesian,0.8,0.63,0.63,98.95,98.95,1.58,1.58,97.89,97.89,2.11,2.11,97.89,97.89
starcoder2,Tagalog,0.8,0.21,0.21,98.94,98.94,0.64,0.64,98.94,98.94,1.06,1.06,98.94,98.94
starcoder2,Malay,0.8,0.82,1.24,100.0,100.0,2.16,3.09,96.91,95.88,3.09,4.12,96.91,95.88
starcoder2,Chinese,0.8,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Dutch,0.8,0.21,0.21,100.0,100.0,0.62,0.62,100.0,100.0,1.03,1.03,98.97,98.97
starcoder2,Bulgarian,0.8,0.21,0.42,100.0,100.0,0.63,1.26,100.0,100.0,1.05,2.11,98.95,97.89
starcoder2,Turkish,0.8,0.21,0.43,100.0,98.94,0.64,1.28,100.0,98.94,1.06,2.13,98.94,97.87
starcoder2,Persian,0.8,0.43,0.43,100.0,100.0,0.96,0.96,100.0,100.0,1.06,1.06,98.94,98.94
starcoder2,Hebrew,0.8,0.21,0.63,100.0,100.0,0.63,1.89,100.0,100.0,1.05,3.16,98.95,96.84
starcoder2,Greek,0.8,0.42,0.63,100.0,100.0,0.95,1.58,98.95,98.95,1.05,2.11,98.95,97.89
starcoder2,Russian,0.8,0.0,0.42,100.0,98.96,0.0,1.25,100.0,97.92,0.0,2.08,100.0,97.92
starcoder2,Italian,0.8,1.03,1.03,97.94,97.94,2.78,2.78,95.88,95.88,4.12,4.12,95.88,95.88
starcoder2,Vietnamese,0.8,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,French,0.8,0.0,0.21,100.0,100.0,0.0,0.63,100.0,100.0,0.0,1.05,100.0,98.95
starcoder2,Portuguese,0.8,0.42,0.62,100.0,98.96,1.25,1.88,98.96,97.92,2.08,3.12,97.92,96.88
starcoder2,Finnish,0.8,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Estonian,0.8,0.42,0.63,100.0,100.0,1.26,1.89,97.89,96.84,2.11,3.16,97.89,96.84
starcoder2,Arabic,0.8,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Hungarian,0.8,0.43,0.64,98.94,97.87,1.28,1.91,98.94,97.87,2.13,3.19,97.87,96.81
starcoder2,Afrikaans,0.8,0.0,0.62,100.0,100.0,0.0,1.56,100.0,98.96,0.0,2.08,100.0,97.92
starcoder2,Spanish,0.8,0.41,0.62,100.0,100.0,1.24,1.86,98.97,98.97,2.06,3.09,97.94,96.91
starcoder2,German,0.8,0.21,0.21,100.0,100.0,0.62,0.62,100.0,100.0,1.04,1.04,98.96,98.96
gemini-2.5-flash,English,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Spanish,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Malay,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Vietnamese,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,German,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Turkish,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Portuguese,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Italian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Indonesian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Estonian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Chinese,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Tagalog,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Afrikaans,0.0,4.0,4.0,93.33,93.33,6.67,6.67,93.33,93.33,6.67,6.67,93.33,93.33
gemini-2.5-flash,Hungarian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Greek,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Bulgarian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Dutch,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Hebrew,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Russian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Arabic,0.0,5.71,5.71,92.86,92.86,7.14,7.14,92.86,92.86,7.14,7.14,92.86,92.86
gemini-2.5-flash,Finnish,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Persian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,French,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,English,0.2,1.54,1.54,92.31,92.31,4.62,4.62,92.31,92.31,7.69,7.69,92.31,92.31
gemini-2.5-flash,Spanish,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Malay,0.2,1.33,1.33,93.33,93.33,4.0,4.0,93.33,93.33,6.67,6.67,93.33,93.33
gemini-2.5-flash,Vietnamese,0.2,1.33,1.33,93.33,93.33,4.0,4.0,93.33,93.33,6.67,6.67,93.33,93.33
gemini-2.5-flash,German,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Turkish,0.2,1.25,1.25,93.75,93.75,3.75,3.75,93.75,93.75,6.25,6.25,93.75,93.75
gemini-2.5-flash,Portuguese,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Italian,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Indonesian,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Estonian,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Chinese,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Tagalog,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Afrikaans,0.2,4.0,4.0,93.33,93.33,6.67,6.67,93.33,93.33,6.67,6.67,93.33,93.33
gemini-2.5-flash,Hungarian,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Greek,0.2,1.25,1.25,100.0,100.0,3.75,3.75,93.75,93.75,6.25,6.25,93.75,93.75
gemini-2.5-flash,Bulgarian,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Dutch,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Hebrew,0.2,1.25,1.25,93.75,93.75,3.75,3.75,93.75,93.75,6.25,6.25,93.75,93.75
gemini-2.5-flash,Russian,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Arabic,0.2,1.33,1.33,93.33,93.33,4.0,4.0,93.33,93.33,6.67,6.67,93.33,93.33
gemini-2.5-flash,Finnish,0.2,1.33,1.33,100.0,100.0,4.0,4.0,93.33,93.33,6.67,6.67,93.33,93.33
gemini-2.5-flash,Persian,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,French,0.2,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,English,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Spanish,0.4,1.43,1.43,100.0,100.0,4.29,4.29,92.86,92.86,7.14,7.14,92.86,92.86
gemini-2.5-flash,Malay,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Vietnamese,0.4,1.18,1.18,94.12,94.12,3.53,3.53,94.12,94.12,5.88,5.88,94.12,94.12
gemini-2.5-flash,German,0.4,2.67,2.67,93.33,93.33,8.0,8.0,86.67,86.67,13.33,13.33,86.67,86.67
gemini-2.5-flash,Turkish,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Portuguese,0.4,2.5,2.5,93.75,93.75,5.62,5.62,93.75,93.75,6.25,6.25,93.75,93.75
gemini-2.5-flash,Italian,0.4,1.33,1.33,100.0,100.0,4.0,4.0,93.33,93.33,6.67,6.67,93.33,93.33
gemini-2.5-flash,Indonesian,0.4,1.43,1.43,92.86,92.86,4.29,4.29,92.86,92.86,7.14,7.14,92.86,92.86
gemini-2.5-flash,Estonian,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Chinese,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Tagalog,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Afrikaans,0.4,5.71,5.71,92.86,92.86,7.14,7.14,92.86,92.86,7.14,7.14,92.86,92.86
gemini-2.5-flash,Hungarian,0.4,1.43,1.43,92.86,92.86,4.29,4.29,92.86,92.86,7.14,7.14,92.86,92.86
gemini-2.5-flash,Greek,0.4,1.18,1.18,100.0,100.0,3.53,3.53,94.12,94.12,5.88,5.88,94.12,94.12
gemini-2.5-flash,Bulgarian,0.4,1.25,1.25,93.75,93.75,3.75,3.75,93.75,93.75,6.25,6.25,93.75,93.75
gemini-2.5-flash,Dutch,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Hebrew,0.4,1.18,1.18,100.0,100.0,3.53,3.53,94.12,94.12,5.88,5.88,94.12,94.12
gemini-2.5-flash,Russian,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Arabic,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Finnish,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Persian,0.4,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,French,0.4,1.43,1.43,100.0,100.0,4.29,4.29,92.86,92.86,7.14,7.14,92.86,92.86
gemini-2.5-flash,English,0.6,1.25,1.25,100.0,100.0,3.75,3.75,93.75,93.75,6.25,6.25,93.75,93.75
gemini-2.5-flash,Spanish,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Malay,0.6,1.25,1.25,93.75,93.75,3.75,3.75,93.75,93.75,6.25,6.25,93.75,93.75
gemini-2.5-flash,Vietnamese,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,German,0.6,1.25,1.25,93.75,93.75,3.75,3.75,93.75,93.75,6.25,6.25,93.75,93.75
gemini-2.5-flash,Turkish,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Portuguese,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Italian,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Indonesian,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Estonian,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Chinese,0.6,1.43,1.43,92.86,92.86,4.29,4.29,92.86,92.86,7.14,7.14,92.86,92.86
gemini-2.5-flash,Tagalog,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Afrikaans,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Hungarian,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Greek,0.6,3.33,3.33,88.89,88.89,8.33,8.33,88.89,88.89,11.11,11.11,88.89,88.89
gemini-2.5-flash,Bulgarian,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Dutch,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Hebrew,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Russian,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Arabic,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Finnish,0.6,1.25,1.25,93.75,93.75,3.75,3.75,93.75,93.75,6.25,6.25,93.75,93.75
gemini-2.5-flash,Persian,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,French,0.6,1.54,1.54,100.0,100.0,4.62,4.62,100.0,100.0,7.69,7.69,92.31,92.31
gemini-2.5-flash,English,0.8,1.43,1.43,100.0,100.0,4.29,4.29,100.0,100.0,7.14,7.14,92.86,92.86
gemini-2.5-flash,Spanish,0.8,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Malay,0.8,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Vietnamese,0.8,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,German,0.8,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Turkish,0.8,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Portuguese,0.8,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Italian,0.8,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Indonesian,0.8,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Estonian,0.8,1.43,1.43,100.0,100.0,4.29,4.29,92.86,92.86,7.14,7.14,92.86,92.86
