Model,Language,Temp,vul@1,in_vul@1,security@1,in_security@1,vul@3,in_vul@3,security@3,in_security@3,vul@5,in_vul@5,security@5,in_security@5
starcoder2,Dutch,0.0,1.67,4.17,91.67,79.17,5.0,12.5,91.67,79.17,8.33,20.83,91.67,79.17
starcoder2,Afrikaans,0.0,2.5,2.5,87.5,87.5,7.5,7.5,87.5,87.5,12.5,12.5,87.5,87.5
starcoder2,Tagalog,0.0,0.0,2.0,100.0,90.0,0.0,6.0,100.0,90.0,0.0,10.0,100.0,90.0
starcoder2,Russian,0.0,2.4,4.8,88.0,76.0,7.2,14.4,88.0,76.0,12.0,24.0,88.0,76.0
starcoder2,Indonesian,0.0,1.67,5.0,91.67,75.0,5.0,15.0,91.67,75.0,8.33,25.0,91.67,75.0
starcoder2,Bulgarian,0.0,2.86,7.62,85.71,61.9,8.57,22.86,85.71,61.9,14.29,38.1,85.71,61.9
starcoder2,Persian,0.0,3.53,7.06,82.35,64.71,10.59,21.18,82.35,64.71,17.65,35.29,82.35,64.71
starcoder2,Finnish,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Spanish,0.0,1.67,3.33,91.67,83.33,5.0,10.0,91.67,83.33,8.33,16.67,91.67,83.33
starcoder2,Portuguese,0.0,1.43,2.86,92.86,85.71,4.29,8.57,92.86,85.71,7.14,14.29,92.86,85.71
starcoder2,Italian,0.0,0.0,2.0,100.0,90.0,0.0,6.0,100.0,90.0,0.0,10.0,100.0,90.0
starcoder2,Turkish,0.0,0.0,2.22,100.0,88.89,0.0,6.67,100.0,88.89,0.0,11.11,100.0,88.89
starcoder2,Arabic,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,French,0.0,2.86,4.76,85.71,76.19,8.57,14.29,85.71,76.19,14.29,23.81,85.71,76.19
starcoder2,Hebrew,0.0,3.08,6.15,84.62,69.23,9.23,18.46,84.62,69.23,15.38,30.77,84.62,69.23
starcoder2,English,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Greek,0.0,4.17,7.5,79.17,62.5,12.5,22.5,79.17,62.5,20.83,37.5,79.17,62.5
starcoder2,Chinese,0.0,4.44,6.67,77.78,66.67,13.33,20.0,77.78,66.67,22.22,33.33,77.78,66.67
starcoder2,English,0.2,2.04,4.08,95.92,91.84,5.51,11.02,91.84,83.67,8.16,16.33,91.84,83.67
starcoder2,Turkish,0.2,6.03,13.33,87.3,73.02,12.38,27.62,87.3,71.43,15.87,36.51,84.13,63.49
starcoder2,German,0.2,11.75,17.46,79.37,66.67,23.17,35.4,71.43,57.14,28.57,42.86,71.43,57.14
starcoder2,Hebrew,0.2,7.93,11.72,84.48,75.86,16.55,25.0,77.59,65.52,22.41,34.48,77.59,65.52
starcoder2,Finnish,0.2,6.27,11.64,86.57,73.13,14.18,26.42,79.1,64.18,20.9,37.31,79.1,62.69
starcoder2,Afrikaans,0.2,7.88,14.55,86.36,69.7,17.58,31.67,77.27,60.61,24.24,42.42,75.76,57.58
starcoder2,Bulgarian,0.2,9.44,14.72,79.17,62.5,21.67,32.64,70.83,55.56,29.17,44.44,70.83,55.56
starcoder2,Spanish,0.2,5.54,8.62,86.15,78.46,13.08,20.46,83.08,72.31,18.46,29.23,81.54,70.77
starcoder2,Greek,0.2,8.11,18.92,89.19,70.27,13.65,33.92,83.78,60.81,16.22,41.89,83.78,58.11
starcoder2,Persian,0.2,9.51,16.39,85.25,78.69,15.74,27.54,81.97,67.21,19.67,34.43,80.33,65.57
starcoder2,Hungarian,0.2,6.45,15.16,93.55,80.65,14.52,32.26,83.87,66.13,19.35,41.94,80.65,58.06
starcoder2,Vietnamese,0.2,4.69,12.5,87.5,71.88,11.56,28.44,84.38,60.94,17.19,39.06,82.81,60.94
starcoder2,Italian,0.2,6.56,10.82,81.97,73.77,16.07,25.57,78.69,63.93,22.95,37.7,77.05,62.3
starcoder2,Arabic,0.2,6.56,12.5,89.06,82.81,12.19,23.91,87.5,73.44,15.62,31.25,84.38,68.75
starcoder2,Dutch,0.2,5.33,10.93,90.67,74.67,12.27,25.33,85.33,68.0,16.0,34.67,84.0,65.33
starcoder2,Portuguese,0.2,4.52,10.97,91.94,80.65,12.1,26.45,85.48,67.74,17.74,37.1,82.26,62.9
starcoder2,Estonian,0.2,3.75,10.0,90.62,79.69,10.31,24.06,87.5,70.31,15.62,34.38,84.38,65.62
starcoder2,French,0.2,10.79,16.51,79.37,66.67,23.49,37.46,68.25,52.38,31.75,50.79,68.25,49.21
starcoder2,Indonesian,0.2,6.78,13.56,84.75,71.19,13.73,29.32,81.36,61.02,18.64,40.68,81.36,59.32
starcoder2,Malay,0.2,4.52,10.0,88.71,79.03,9.35,21.29,87.1,72.58,12.9,27.42,87.1,72.58
starcoder2,Tagalog,0.2,5.08,10.51,89.83,79.66,11.36,23.22,86.44,69.49,15.25,32.2,84.75,67.8
starcoder2,Chinese,0.2,7.1,13.23,85.48,74.19,15.32,25.97,79.03,64.52,20.97,35.48,79.03,64.52
starcoder2,Russian,0.2,9.85,17.23,89.23,80.0,20.31,34.77,76.92,60.0,26.15,44.62,73.85,55.38
starcoder2,English,0.4,3.33,9.72,88.89,69.44,9.58,24.03,86.11,65.28,15.28,36.11,84.72,63.89
starcoder2,Turkish,0.4,6.22,15.78,88.89,72.22,15.0,34.0,80.0,55.56,21.11,45.56,78.89,54.44
starcoder2,German,0.4,5.41,8.94,88.24,78.82,12.94,21.88,81.18,68.24,18.82,31.76,81.18,68.24
starcoder2,Hebrew,0.4,7.29,13.65,88.24,76.47,17.18,31.29,80.0,61.18,23.53,42.35,76.47,57.65
starcoder2,Finnish,0.4,6.44,12.22,91.11,77.78,15.11,29.33,81.11,61.11,20.0,40.0,80.0,60.0
starcoder2,Afrikaans,0.4,8.6,13.76,89.25,80.65,19.89,30.65,74.19,61.29,26.88,39.78,73.12,60.22
starcoder2,Tagalog,0.4,6.36,10.91,89.77,81.82,14.89,24.43,81.82,70.45,20.45,31.82,79.55,68.18
starcoder2,Bulgarian,0.4,9.35,14.35,80.43,71.74,23.37,35.11,67.39,52.17,32.61,48.91,67.39,51.09
starcoder2,French,0.4,10.99,15.6,80.22,70.33,24.29,35.38,70.33,57.14,30.77,46.15,69.23,53.85
starcoder2,Russian,0.4,10.0,16.09,90.22,77.17,24.24,35.87,73.91,57.61,34.78,48.91,65.22,51.09
starcoder2,Estonian,0.4,8.14,13.49,84.88,77.91,20.7,32.44,70.93,58.14,29.07,44.19,70.93,55.81
starcoder2,Spanish,0.4,6.15,12.97,90.11,80.22,15.93,31.98,78.02,58.24,23.08,45.05,76.92,54.95
starcoder2,Greek,0.4,6.96,12.61,90.22,80.43,18.04,31.3,78.26,59.78,26.09,43.48,73.91,56.52
starcoder2,Malay,0.4,5.18,11.29,87.06,76.47,12.82,25.88,82.35,67.06,17.65,34.12,82.35,65.88
starcoder2,Hungarian,0.4,8.33,14.52,85.71,69.05,19.76,34.4,77.38,55.95,25.0,47.62,75.0,52.38
starcoder2,Indonesian,0.4,7.03,12.97,89.01,76.92,16.81,29.12,79.12,62.64,24.18,39.56,75.82,60.44
starcoder2,Vietnamese,0.4,7.19,14.61,89.89,79.78,17.75,30.45,78.65,65.17,24.72,40.45,75.28,59.55
starcoder2,Italian,0.4,6.81,13.41,87.91,74.73,16.7,29.45,79.12,63.74,23.08,38.46,76.92,61.54
starcoder2,Arabic,0.4,6.0,12.89,87.78,75.56,14.33,29.56,80.0,62.22,21.11,40.0,78.89,60.0
starcoder2,Dutch,0.4,7.79,16.21,84.21,68.42,19.05,35.58,75.79,56.84,25.26,45.26,74.74,54.74
starcoder2,Portuguese,0.4,8.86,14.09,85.23,75.0,20.68,31.82,73.86,59.09,28.41,44.32,71.59,55.68
starcoder2,Chinese,0.4,9.44,15.96,84.27,70.79,20.34,34.04,73.03,56.18,26.97,44.94,73.03,55.06
starcoder2,Persian,0.4,6.81,13.41,89.01,79.12,16.15,30.33,78.02,58.24,21.98,41.76,78.02,58.24
starcoder2,English,0.6,6.59,11.21,89.01,78.02,18.79,29.23,75.82,63.74,29.67,42.86,70.33,57.14
starcoder2,Turkish,0.6,7.08,14.17,88.54,79.17,19.17,32.4,72.92,60.42,29.17,44.79,70.83,55.21
starcoder2,German,0.6,10.91,17.78,84.85,77.78,26.16,40.1,69.7,54.55,35.35,53.54,64.65,46.46
starcoder2,Chinese,0.6,8.57,15.16,89.01,80.22,20.44,33.52,73.63,59.34,27.47,42.86,72.53,57.14
starcoder2,Hebrew,0.6,9.36,15.96,81.91,71.28,23.19,35.53,70.21,56.38,32.98,47.87,67.02,52.13
starcoder2,Finnish,0.6,8.48,15.22,86.96,78.26,21.09,36.3,72.83,55.43,29.35,50.0,70.65,50.0
starcoder2,Afrikaans,0.6,8.37,15.31,88.78,79.59,19.59,33.57,76.53,59.18,25.51,43.88,74.49,56.12
starcoder2,Tagalog,0.6,9.25,15.91,86.02,77.42,22.8,33.66,72.04,62.37,32.26,44.09,67.74,55.91
starcoder2,Bulgarian,0.6,10.64,17.02,88.3,79.79,24.57,38.19,70.21,54.26,32.98,51.06,67.02,48.94
starcoder2,French,0.6,9.59,17.35,88.78,78.57,23.27,38.06,72.45,53.06,32.65,50.0,67.35,50.0
starcoder2,Russian,0.6,9.07,15.26,83.51,73.2,23.61,35.88,70.1,57.73,34.02,48.45,65.98,51.55
starcoder2,Estonian,0.6,7.01,14.64,91.75,82.47,18.04,35.57,79.38,56.7,25.77,47.42,74.23,52.58
starcoder2,Spanish,0.6,9.28,17.32,86.6,74.23,21.55,38.45,73.2,52.58,28.87,50.52,71.13,49.48
starcoder2,Greek,0.6,9.49,17.37,87.88,77.78,22.12,40.0,72.73,53.54,31.31,54.55,68.69,45.45
starcoder2,Malay,0.6,8.04,15.26,92.78,84.54,19.38,33.92,73.2,56.7,27.84,46.39,72.16,53.61
starcoder2,Persian,0.6,9.69,18.35,84.54,73.2,22.68,39.59,71.13,52.58,30.93,49.48,69.07,50.52
starcoder2,Hungarian,0.6,9.37,16.04,86.46,78.12,20.62,34.27,73.96,59.38,27.08,43.75,72.92,56.25
starcoder2,Indonesian,0.6,9.68,16.21,84.21,73.68,21.58,35.05,74.74,61.05,27.37,43.16,72.63,56.84
starcoder2,Vietnamese,0.6,11.13,19.38,84.54,75.26,25.77,40.72,68.04,53.61,34.02,51.55,65.98,48.45
starcoder2,Italian,0.6,9.46,16.77,91.4,78.49,21.61,36.34,73.12,56.99,29.03,47.31,70.97,52.69
starcoder2,Arabic,0.6,8.3,14.04,89.36,84.04,20.11,30.96,75.53,62.77,28.72,40.43,71.28,59.57
starcoder2,Portuguese,0.6,10.62,18.54,87.5,77.08,23.33,39.27,71.88,55.21,30.21,50.0,69.79,50.0
starcoder2,Dutch,0.6,11.96,18.04,84.78,76.09,27.28,40.33,68.48,54.35,35.87,53.26,64.13,46.74
starcoder2,English,0.8,7.29,14.17,89.58,76.04,17.92,30.31,77.08,61.46,23.96,40.62,76.04,59.38
starcoder2,Turkish,0.8,8.98,15.92,80.61,71.43,21.43,36.43,75.51,59.18,28.57,46.94,71.43,53.06
starcoder2,German,0.8,10.1,16.91,81.44,70.1,23.92,38.87,70.1,51.55,34.02,52.58,65.98,47.42
starcoder2,Chinese,0.8,9.36,15.11,81.91,71.28,23.62,35.96,67.02,53.19,34.04,48.94,65.96,51.06
starcoder2,Hebrew,0.8,8.98,15.71,86.73,71.43,20.51,33.06,74.49,58.16,28.57,43.88,71.43,56.12
starcoder2,Finnish,0.8,8.57,16.94,83.67,73.47,21.63,36.43,75.51,61.22,31.63,47.96,68.37,52.04
starcoder2,Afrikaans,0.8,8.04,16.7,87.63,75.26,20.31,37.22,72.16,51.55,28.87,50.52,71.13,49.48
starcoder2,Tagalog,0.8,9.35,16.96,83.7,71.74,22.83,38.04,71.74,55.43,31.52,51.09,68.48,48.91
starcoder2,Bulgarian,0.8,11.34,18.76,78.35,69.07,29.18,43.71,59.79,43.3,41.24,58.76,58.76,41.24
starcoder2,French,0.8,12.08,20.0,79.17,67.71,29.17,43.44,66.67,51.04,40.62,57.29,59.38,42.71
starcoder2,Russian,0.8,11.11,18.18,86.87,76.77,25.96,39.19,69.7,54.55,34.34,50.51,65.66,49.49
starcoder2,Estonian,0.8,10.91,20.0,85.86,69.7,26.36,45.05,67.68,45.45,35.35,58.59,64.65,41.41
starcoder2,Spanish,0.8,9.07,16.49,83.51,72.16,21.96,36.6,71.13,56.7,31.96,49.48,68.04,50.52
starcoder2,Greek,0.8,7.8,17.4,88.0,76.0,18.0,37.0,79.0,59.0,25.0,49.0,75.0,51.0
starcoder2,Malay,0.8,7.87,14.04,88.3,78.72,19.47,30.64,75.53,63.83,27.66,41.49,72.34,58.51
starcoder2,Persian,0.8,10.42,19.17,85.42,75.0,23.65,40.0,72.92,52.08,32.29,52.08,67.71,47.92
starcoder2,Hungarian,0.8,10.41,17.76,85.71,73.47,25.1,40.2,68.37,51.02,33.67,53.06,66.33,46.94
starcoder2,Indonesian,0.8,8.78,15.1,86.73,73.47,22.65,35.41,71.43,57.14,33.67,48.98,66.33,51.02
starcoder2,Vietnamese,0.8,8.25,14.43,83.51,77.32,21.96,33.61,74.23,60.82,31.96,46.39,68.04,53.61
starcoder2,Italian,0.8,9.7,15.76,84.85,73.74,22.73,36.26,71.72,54.55,30.3,47.47,69.7,52.53
starcoder2,Arabic,0.8,7.29,13.96,95.83,82.29,18.96,33.65,76.04,58.33,28.12,47.92,71.88,52.08
starcoder2,Dutch,0.8,11.22,18.98,86.73,73.47,26.73,41.33,67.35,50.0,35.71,54.08,64.29,45.92
starcoder2,Portuguese,0.8,7.14,13.27,93.88,81.63,19.08,32.14,77.55,61.22,28.57,43.88,71.43,56.12
starcoder2,English,1.0,5.81,12.04,84.95,76.34,16.45,28.71,77.42,62.37,25.81,40.86,74.19,59.14
starcoder2,Turkish,1.0,5.32,14.47,89.36,75.53,14.79,35.0,79.79,56.38,23.4,48.94,76.6,51.06
starcoder2,German,1.0,7.55,14.29,86.73,78.57,20.2,35.51,75.51,57.14,29.59,50.0,70.41,50.0
starcoder2,Chinese,1.0,9.49,15.76,82.83,68.69,23.54,34.75,71.72,57.58,33.33,47.47,66.67,52.53
starcoder2,Hebrew,1.0,7.01,14.64,88.66,79.38,17.53,30.0,75.26,62.89,24.74,39.18,75.26,60.82
starcoder2,Finnish,1.0,7.42,14.64,92.78,82.47,18.76,31.34,77.32,64.95,26.8,41.24,73.2,58.76
starcoder2,Afrikaans,1.0,8.04,14.85,90.72,79.38,20.82,34.12,75.26,57.73,29.9,46.39,70.1,53.61
starcoder2,Tagalog,1.0,5.53,12.77,91.49,77.66,13.62,27.23,80.85,65.96,19.15,35.11,80.85,64.89
starcoder2,Bulgarian,1.0,7.74,16.34,86.02,70.97,19.78,35.27,73.12,56.99,27.96,45.16,72.04,54.84
starcoder2,French,1.0,8.04,14.85,86.6,78.35,20.31,34.54,73.2,56.7,28.87,46.39,71.13,53.61
starcoder2,Russian,1.0,6.89,14.22,91.11,76.67,18.33,32.44,78.89,61.11,26.67,44.44,73.33,55.56
starcoder2,Estonian,1.0,5.89,13.05,90.53,74.74,16.11,31.26,78.95,58.95,24.21,43.16,75.79,56.84
starcoder2,Spanish,1.0,4.89,12.34,91.49,85.11,13.09,28.72,82.98,68.09,19.15,38.3,80.85,61.7
starcoder2,Greek,1.0,6.19,12.16,88.66,81.44,17.01,28.25,78.35,63.92,25.77,39.18,74.23,60.82
starcoder2,Malay,1.0,5.51,12.45,89.8,76.53,13.16,26.73,80.61,65.31,19.39,37.76,80.61,62.24
starcoder2,Persian,1.0,9.69,16.49,86.6,81.44,23.71,36.49,71.13,54.64,34.02,49.48,65.98,50.52
starcoder2,Hungarian,1.0,7.76,14.29,90.82,80.61,19.69,31.84,74.49,59.18,27.55,42.86,72.45,57.14
starcoder2,Indonesian,1.0,6.95,13.89,87.37,76.84,18.95,32.21,75.79,61.05,28.42,43.16,71.58,56.84
starcoder2,Vietnamese,1.0,7.01,13.61,93.81,87.63,18.04,29.79,78.35,63.92,25.77,40.21,74.23,59.79
starcoder2,Italian,1.0,6.87,12.71,84.38,73.96,18.54,30.0,75.0,61.46,28.12,41.67,71.88,58.33
starcoder2,Arabic,1.0,5.92,12.65,91.84,83.67,15.1,27.45,79.59,66.33,22.45,37.76,77.55,62.24
starcoder2,Dutch,1.0,6.67,13.33,91.67,79.17,17.6,30.0,81.25,66.67,26.04,41.67,73.96,58.33
starcoder2,Portuguese,1.0,5.15,12.16,92.78,83.51,13.2,29.48,83.51,62.89,19.59,40.21,80.41,59.79
gemini-2.5-flash,English,0.0,6.67,6.67,93.33,93.33,6.67,6.67,93.33,93.33,6.67,6.67,93.33,93.33
gemini-2.5-flash,French,0.0,7.69,13.85,92.31,84.62,7.69,15.38,92.31,84.62,7.69,15.38,92.31,84.62
gemini-2.5-flash,Hebrew,0.0,1.25,1.25,100.0,100.0,3.75,3.75,93.75,93.75,6.25,6.25,93.75,93.75
gemini-2.5-flash,Bulgarian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Chinese,0.0,4.0,4.0,93.33,93.33,6.67,6.67,93.33,93.33,6.67,6.67,93.33,93.33
gemini-2.5-flash,Afrikaans,0.0,3.33,3.33,100.0,100.0,5.56,5.56,94.44,94.44,5.56,5.56,94.44,94.44
gemini-2.5-flash,Dutch,0.0,7.69,18.46,92.31,84.62,7.69,23.08,92.31,76.92,7.69,23.08,92.31,76.92
gemini-2.5-flash,German,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Hungarian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Russian,0.0,6.67,10.0,94.44,88.89,8.89,14.44,94.44,88.89,11.11,16.67,88.89,83.33
gemini-2.5-flash,Persian,0.0,4.44,4.44,94.44,94.44,5.56,5.56,94.44,94.44,5.56,5.56,94.44,94.44
gemini-2.5-flash,Turkish,0.0,5.33,5.33,100.0,100.0,6.67,6.67,93.33,93.33,6.67,6.67,93.33,93.33
gemini-2.5-flash,Estonian,0.0,5.0,5.0,93.75,93.75,6.25,6.25,93.75,93.75,6.25,6.25,93.75,93.75
gemini-2.5-flash,Finnish,0.0,5.88,5.88,94.12,94.12,5.88,5.88,94.12,94.12,5.88,5.88,94.12,94.12
gemini-2.5-flash,Greek,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Italian,0.0,3.16,3.16,94.74,94.74,5.26,5.26,94.74,94.74,5.26,5.26,94.74,94.74
gemini-2.5-flash,Arabic,0.0,3.16,3.16,94.74,94.74,5.26,5.26,94.74,94.74,5.26,5.26,94.74,94.74
gemini-2.5-flash,Indonesian,0.0,4.71,10.59,94.12,88.24,5.88,11.76,94.12,88.24,5.88,11.76,94.12,88.24
gemini-2.5-flash,Spanish,0.0,4.62,4.62,92.31,92.31,7.69,7.69,92.31,92.31,7.69,7.69,92.31,92.31
gemini-2.5-flash,Vietnamese,0.0,6.67,9.33,93.33,86.67,6.67,12.67,93.33,86.67,6.67,13.33,93.33,86.67
gemini-2.5-flash,Malay,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,Tagalog,0.0,6.25,7.5,93.75,93.75,6.25,10.0,93.75,93.75,6.25,12.5,93.75,87.5
gemini-2.5-flash,Portuguese,0.0,4.44,4.44,94.44,94.44,5.56,5.56,94.44,94.44,5.56,5.56,94.44,94.44
gemini-2.5-flash,English,0.2,4.35,5.22,95.65,91.3,4.35,6.96,95.65,91.3,4.35,8.7,95.65,91.3
gemini-2.5-flash,Indonesian,0.2,2.73,5.45,100.0,100.0,4.55,9.09,95.45,90.91,4.55,9.09,95.45,90.91
gemini-2.5-flash,French,0.2,3.81,3.81,95.24,95.24,4.76,4.76,95.24,95.24,4.76,4.76,95.24,95.24
gemini-2.5-flash,Vietnamese,0.2,6.96,8.7,95.65,91.3,8.7,12.61,91.3,86.96,8.7,13.04,91.3,86.96
gemini-2.5-flash,Hebrew,0.2,3.48,3.48,95.65,95.65,4.35,4.35,95.65,95.65,4.35,4.35,95.65,95.65
gemini-2.5-flash,Malay,0.2,1.0,3.0,100.0,100.0,3.0,9.0,100.0,95.0,5.0,15.0,95.0,85.0
gemini-2.5-flash,Bulgarian,0.2,4.55,4.55,95.45,95.45,8.64,8.64,90.91,90.91,9.09,9.09,90.91,90.91
gemini-2.5-flash,Chinese,0.2,5.22,5.22,95.65,95.65,11.74,11.74,86.96,86.96,13.04,13.04,86.96,86.96
gemini-2.5-flash,Afrikaans,0.2,3.0,3.0,100.0,100.0,5.0,5.0,95.0,95.0,5.0,5.0,95.0,95.0
gemini-2.5-flash,Spanish,0.2,5.71,6.67,90.48,90.48,9.52,12.38,90.48,90.48,9.52,14.29,90.48,85.71
gemini-2.5-flash,Dutch,0.2,4.35,7.83,95.65,91.3,4.35,8.7,95.65,91.3,4.35,8.7,95.65,91.3
gemini-2.5-flash,German,0.2,1.82,2.73,95.45,90.91,4.09,6.82,95.45,90.91,4.55,9.09,95.45,90.91
gemini-2.5-flash,Hungarian,0.2,2.73,2.73,100.0,100.0,6.82,6.82,95.45,95.45,9.09,9.09,90.91,90.91
gemini-2.5-flash,Tagalog,0.2,5.22,5.22,95.65,95.65,6.96,6.96,91.3,91.3,8.7,8.7,91.3,91.3
gemini-2.5-flash,Russian,0.2,1.82,3.64,100.0,95.45,4.09,8.18,95.45,90.91,4.55,9.09,95.45,90.91
gemini-2.5-flash,Persian,0.2,2.73,3.64,95.45,95.45,4.55,7.27,95.45,90.91,4.55,9.09,95.45,90.91
gemini-2.5-flash,Turkish,0.2,4.76,4.76,90.48,90.48,9.05,9.05,90.48,90.48,9.52,9.52,90.48,90.48
gemini-2.5-flash,Estonian,0.2,2.73,3.64,100.0,100.0,4.55,7.27,95.45,90.91,4.55,9.09,95.45,90.91
gemini-2.5-flash,Finnish,0.2,2.73,4.55,95.45,90.91,4.55,8.64,95.45,90.91,4.55,9.09,95.45,90.91
gemini-2.5-flash,Greek,0.2,1.67,1.67,95.83,95.83,3.75,3.75,95.83,95.83,4.17,4.17,95.83,95.83
gemini-2.5-flash,Italian,0.2,0.95,0.95,95.24,95.24,2.86,2.86,95.24,95.24,4.76,4.76,95.24,95.24
gemini-2.5-flash,Arabic,0.2,1.67,1.67,100.0,100.0,3.75,3.75,95.83,95.83,4.17,4.17,95.83,95.83
gemini-2.5-flash,Portuguese,0.2,3.81,4.76,100.0,100.0,7.62,10.48,95.24,95.24,9.52,14.29,90.48,85.71
gemini-2.5-flash,English,0.4,1.74,1.74,95.65,95.65,3.91,3.91,95.65,95.65,4.35,4.35,95.65,95.65
gemini-2.5-flash,Indonesian,0.4,3.64,4.55,100.0,100.0,7.27,10.0,90.91,86.36,9.09,13.64,90.91,86.36
gemini-2.5-flash,French,0.4,5.71,5.71,95.24,95.24,7.62,7.62,90.48,90.48,9.52,9.52,90.48,90.48
gemini-2.5-flash,Vietnamese,0.4,4.35,5.22,91.3,86.96,6.96,9.57,91.3,86.96,8.7,13.04,91.3,86.96
gemini-2.5-flash,Hebrew,0.4,1.9,3.81,100.0,100.0,4.29,10.0,95.24,90.48,4.76,14.29,95.24,85.71
gemini-2.5-flash,Malay,0.4,4.76,5.71,95.24,95.24,4.76,7.62,95.24,95.24,4.76,9.52,95.24,90.48
gemini-2.5-flash,Bulgarian,0.4,4.55,5.45,95.45,95.45,7.27,10.0,95.45,95.45,9.09,13.64,90.91,86.36
gemini-2.5-flash,Chinese,0.4,1.74,3.48,95.65,95.65,5.22,10.43,91.3,86.96,8.7,17.39,91.3,82.61
gemini-2.5-flash,Afrikaans,0.4,3.64,3.64,90.91,90.91,7.27,7.27,90.91,90.91,9.09,9.09,90.91,90.91
gemini-2.5-flash,Spanish,0.4,4.0,5.0,95.0,95.0,9.0,12.0,90.0,85.0,10.0,15.0,90.0,85.0
gemini-2.5-flash,Dutch,0.4,1.67,3.33,100.0,100.0,3.75,8.75,95.83,91.67,4.17,12.5,95.83,87.5
gemini-2.5-flash,German,0.4,2.73,2.73,95.45,95.45,4.55,4.55,95.45,95.45,4.55,4.55,95.45,95.45
gemini-2.5-flash,Hungarian,0.4,2.73,2.73,100.0,100.0,4.55,4.55,95.45,95.45,4.55,4.55,95.45,95.45
gemini-2.5-flash,Tagalog,0.4,4.35,6.09,95.65,91.3,4.35,8.26,95.65,91.3,4.35,8.7,95.65,91.3
gemini-2.5-flash,Russian,0.4,1.82,2.73,95.45,90.91,4.09,6.82,95.45,90.91,4.55,9.09,95.45,90.91
gemini-2.5-flash,Persian,0.4,5.71,6.67,95.24,90.48,7.62,10.48,95.24,90.48,9.52,14.29,90.48,85.71
gemini-2.5-flash,Turkish,0.4,3.48,4.35,91.3,91.3,6.96,9.57,91.3,86.96,8.7,13.04,91.3,86.96
gemini-2.5-flash,Estonian,0.4,4.55,5.45,95.45,95.45,8.64,11.36,90.91,90.91,9.09,13.64,90.91,86.36
gemini-2.5-flash,Finnish,0.4,3.64,5.45,100.0,100.0,7.27,11.36,95.45,90.91,9.09,13.64,90.91,86.36
gemini-2.5-flash,Greek,0.4,0.91,0.91,100.0,100.0,2.73,2.73,95.45,95.45,4.55,4.55,95.45,95.45
gemini-2.5-flash,Portuguese,0.4,4.55,7.27,95.45,90.91,7.27,11.82,95.45,90.91,9.09,13.64,90.91,86.36
gemini-2.5-flash,Italian,0.4,0.0,1.74,100.0,95.65,0.0,5.22,100.0,91.3,0.0,8.7,100.0,91.3
gemini-2.5-flash,Arabic,0.4,5.22,6.09,91.3,91.3,6.96,9.57,91.3,86.96,8.7,13.04,91.3,86.96
gemini-2.5-flash,English,0.6,5.26,7.37,94.74,89.47,5.26,11.58,94.74,84.21,5.26,15.79,94.74,84.21
gemini-2.5-flash,Indonesian,0.6,0.87,0.87,100.0,100.0,2.61,2.61,95.65,95.65,4.35,4.35,95.65,95.65
gemini-2.5-flash,French,0.6,3.48,5.22,95.65,95.65,4.35,9.57,95.65,91.3,4.35,13.04,95.65,86.96
gemini-2.5-flash,Vietnamese,0.6,6.09,7.83,91.3,86.96,8.26,12.17,91.3,86.96,8.7,13.04,91.3,86.96
gemini-2.5-flash,Hebrew,0.6,4.17,4.17,95.83,95.83,6.67,6.67,95.83,95.83,8.33,8.33,91.67,91.67
gemini-2.5-flash,Malay,0.6,3.64,5.45,100.0,95.45,7.27,11.36,95.45,90.91,9.09,13.64,90.91,86.36
gemini-2.5-flash,Bulgarian,0.6,1.82,2.73,95.45,95.45,4.09,6.82,95.45,90.91,4.55,9.09,95.45,90.91
gemini-2.5-flash,Chinese,0.6,5.26,6.32,89.47,89.47,8.42,11.58,89.47,84.21,10.53,15.79,89.47,84.21
gemini-2.5-flash,Afrikaans,0.6,4.35,5.22,95.65,95.65,8.26,10.87,91.3,86.96,8.7,13.04,91.3,86.96
gemini-2.5-flash,Spanish,0.6,2.86,4.76,100.0,100.0,4.76,9.05,95.24,90.48,4.76,9.52,95.24,90.48
gemini-2.5-flash,Dutch,0.6,1.9,2.86,95.24,90.48,5.71,8.57,95.24,90.48,9.52,14.29,90.48,85.71
gemini-2.5-flash,German,0.6,4.55,4.55,95.45,95.45,7.27,7.27,90.91,90.91,9.09,9.09,90.91,90.91
